无事不登三宝殿	wu'shi'bu'deng'san'bao'dian
焦枯	jiao'ku
复垦	fu'ken
古墓	gu'mu
活路	huo'lu
家眷	jia'juan
见地	jian'di
哭诉	ku'su
铰链	jiao'lian
沦陷	lun'xian
卖弄	mai'nong
难忍	nan'ren
拼凑	pin'cou
缴租	jiao'zu
伤寒	shang'han
教旨	jiao'zhi
嘶哑	si'ya
偷懒	tou'lan
文静	wen'jing
无误	wu'wu
下贱	xia'jian
鲜卑	xian'bei
烟灰	yan'hui
解套	jie'tao
金饰	jin'shi
在岗	zai'gang
紧忙	jin'mang
紧实	jin'shi
笔画	bi'hua
标牌	biao'pai
大烟	da'yan
方形	fang'xing
紧着	jin'zhe
国粹	guo'cui
护栏	hu'lan
豁达	huo'da
荆榛	jing'zhen
阔步	kuo'bu
离心	li'xin
景深	jing'shen
气馁	qi'nei
日夕	ri'xi
桑拿	sang'na
杉木	sha'mu
深奥	shen'ao
实录	shi'lu
受精	shou'jing
疏松	shu'song
投射	tou'she
效仿	xiao'fang
新星	xin'xing
薪酬	xin'chou
序曲	xu'qu
腰部	yao'bu
劲歌	jing'ge
竟日	jing'ri
灼热	zhuo're
表露	biao'lu
敬赠	jing'zeng
旧人	jiu'ren
救场	jiu'chang
举事	ju'shi
敢想	gan'xiang
花椒	hua'jiao
环城	huan'cheng
记账	ji'zhang
佳人	jia'ren
攫取	jue'qu
卵巢	luan'chao
乱子	luan'zi
欧阳	ou'yang
入门	ru'men
上传	shang'chuan
绝代	jue'dai
史前	shi'qian
试种	shi'zhong
说和	shuo'he
天外	tian'wai
头球	tou'qiu
土方	tu'fang
绝命	jue'ming
舞动	wu'dong
稀缺	xi'que
军列	jun'lie
军史	jun'shi
峻拔	jun'ba
相去	xiang'qu
开罪	kai'zui
用计	yong'ji
宇航	yu'hang
征兆	zheng'zhao
把持	ba'chi
碑文	bei'wen
揩拭	kai'shi
空际	kong'ji
承揽	cheng'lan
吃紧	chi'jin
大修	da'xiu
库藏	ku'cang
动容	dong'rong
短处	duan'chu
发家	fa'jia
杆菌	gan'jun
鬼魂	gui'hun
窥看	kui'kan
继任	ji'ren
见状	jian'zhuang
降生	jiang'sheng
开赴	kai'fu
流体	liu'ti
烂醉	lan'zui
累次	lei'ci
年金	nian'jin
理家	li'jia
扰动	rao'dong
日历	ri'li
乳品	ru'pin
失手	shi'shou
适中	shi'zhong
守则	shou'ze
利权	li'quan
巍巍	wei'wei
卧房	wo'fang
五保	wu'bao
心慌	xin'huang
怏怏	yang'yang
仰头	yang'tou
野人	ye'ren
隐性	yin'xing
粮区	liang'qu
逐项	zhu'xiang
自选	zi'xuan
本章	ben'zhang
补发	bu'fa
列位	lie'wei
存栏	cun'lan
零担	ling'dan
登机	deng'ji
方阵	fang'zhen
分文	fen'wen
复命	fu'ming
复线	fu'xian
过激	guo'ji
领花	ling'hua
海藻	hai'zao
河川	he'chuan
糊口	hu'kou
间距	jian'ju
僵持	jiang'chi
飓风	ju'feng
开火	kai'huo
看齐	kan'qi
老路	lao'lu
怒目	nu'mu
排场	pai'chang
牌楼	pai'lou
批捕	pi'bu
气旋	qi'xuan
石器	shi'qi
世袭	shi'xi
属地	shu'di
领水	ling'shui
流盼	liu'pan
香炉	xiang'lu
游子	you'zi
止步	zhi'bu
笔触	bi'chu
部属	bu'shu
成形	cheng'xing
慈悲	ci'bei
陡坡	dou'po
恶习	e'xi
费心	fei'xin
流食	liu'shi
虎口	hu'kou
假象	jia'xiang
馈赠	kui'zeng
碌碡	liu'zhou
拢共	long'gong
平缓	ping'huan
遣送	qian'song
略图	lve'tu
石材	shi'cai
时势	shi'shi
收发	shou'fa
诉状	su'zhuang
酸楚	suan'chu
通路	tong'lu
哇哇	wa'wa
瘰疬	luo'li
梧桐	wu'tong
相合	xiang'he
血战	xue'zhan
语汇	yu'hui
缘何	yuan'he
专辑	zhuan'ji
安乐	an'le
病危	bing'wei
毛蓝	mao'lan
锚泊	mao'bo
锚固	mao'gu
毒瘤	du'liu
翻案	fan'an
防暴	fang'bao
海豹	hai'bao
门斗	men'dou
魂灵	hun'ling
货色	huo'se
机舱	ji'cang
开篇	kai'pian
里外	li'wai
蒙哄	meng'hong
气色	qi'se
盟书	meng'shu
猛男	meng'nan
摄取	she'qu
米糕	mi'gao
顺口	shun'kou
秘宝	mi'bao
炭疽	tan'ju
铁轨	tie'gui
通篇	tong'pian
面软	mian'ruan
图腾	tu'teng
晚辈	wan'bei
渺远	miao'yuan
心肝	xin'gan
心领	xin'ling
夜景	ye'jing
邈远	miao'yuan
宰杀	zai'sha
载重	zai'zhong
宗室	zong'shi
哀伤	ai'shang
百分	bai'fen
场子	chang'zi
抄写	chao'xie
乘凉	cheng'liang
摸奖	mo'jiang
氮肥	dan'fei
防腐	fang'fu
风靡	feng'mi
墨晶	mo'jing
墨渍	mo'zi
花灯	hua'deng
缓冲	huan'chong
婚检	hun'jian
火腿	huo'tui
机井	ji'jing
急流	ji'liu
接任	jie'ren
街面	jie'mian
均可	jun'ke
牧主	mu'zhu
离职	li'zhi
迁居	qian'ju
闹灾	nao'zai
衰败	shuai'bai
黏度	nian'du
黏着	nian'zhuo
凶残	xiong'can
阴霾	yin'mai
阴云	yin'yun
指教	zhi'jiao
治保	zhi'bao
镍币	nie'bi
挪借	nuo'jie
白净	bai'jing
扁平	bian'ping
嫦娥	chang'e
充饥	chong'ji
糯稻	nuo'dao
电光	dian'guang
反右	fan'you
攀扯	pan'che
捧杀	peng'sha
黄牌	huang'pai
火堆	huo'dui
缰绳	jiang'sheng
介于	jie'yu
品第	pin'di
警服	jing'fu
揪心	jiu'xin
军部	jun'bu
扩招	kuo'zhao
煤油	mei'you
遣返	qian'fan
强忍	qiang'ren
亲朋	qin'peng
韧性	ren'xing
普快	pu'kuai
水力	shui'li
特技	te'ji
气根	qi'gen
脱水	tuo'shui
豌豆	wan'dou
契据	qi'ju
呜呼	wu'hu
峭立	qiao'li
青冢	qing'zhong
清馨	qing'xin
糟粕	zao'po
执掌	zhi'zhang
转载	zhuan'zai
暗处	an'chu
柏树	bai'shu
笨重	ben'zhong
冰期	bing'qi
泊位	bo'wei
秋游	qiu'you
拆借	chai'jie
初稿	chu'gao
船舱	chuan'cang
缺门	que'men
溶蚀	rong'shi
锐眼	rui'yan
即或	ji'huo
军纪	jun'ji
军控	jun'kong
里间	li'jian
栗子	li'zi
塞牙	sai'ya
美梦	mei'meng
忍痛	ren'tong
沙碛	sha'qi
肃立	su'li
童心	tong'xin
扇坠	shan'zhui
网箱	wang'xiang
下颌	xia'he
相仿	xiang'fang
宣教	xuan'jiao
选任	xuan'ren
要领	yao'ling
原貌	yuan'mao
自恃	zi'shi
烧心	shao'xin
蛇蜕	she'tui
大观	da'guan
电波	dian'bo
独白	du'bai
绳墨	sheng'mo
国别	guo'bie
荒滩	huang'tan
几率	ji'lv
饥渴	ji'ke
角膜	jiao'mo
教士	jiao'shi
失墒	shi'shang
经文	jing'wen
井喷	jing'pen
快讯	kuai'xun
失贞	shi'zhen
礼服	li'fu
凉快	liang'kuai
灵柩	ling'jiu
卖力	mai'li
石笔	shi'bi
脐橙	qi'cheng
岂止	qi'zhi
器乐	qi'yue
市制	shi'zhi
试场	shi'chang
申辩	shen'bian
失传	shi'chuan
虱子	shi'zi
书稿	shu'gao
水兵	shui'bing
淘金	tao'jin
停办	ting'ban
未果	wei'guo
未决	wei'jue
柿霜	shi'shuang
相亲	xiang'qin
熟土	shu'tu
悬空	xuan'kong
暑伏	shu'fu
诱饵	you'er
数词	shu'ci
祖上	zu'shang
鏖战	ao'zhan
别样	bie'yang
除名	chu'ming
打磨	da'mo
防风	fang'feng
复赛	fu'sai
故人	gu'ren
双响	shuang'xiang
护林	hu'lin
计议	ji'yi
记性	ji'xing
理科	li'ke
立论	li'lun
粮草	liang'cao
披肩	pi'jian
齐备	qi'bei
倾泻	qing'xie
申领	shen'ling
徒劳	tu'lao
胃病	wei'bing
戏弄	xi'nong
仙境	xian'jing
炎症	yan'zheng
准予	zhun'yu
税案	shui'an
车速	che'su
撑腰	cheng'yao
顺意	shun'yi
刺骨	ci'gu
淡季	dan'ji
当铺	dang'pu
灯塔	deng'ta
司库	si'ku
恶人	e'ren
房改	fang'gai
费事	fei'shi
割舍	ge'she
后任	hou'ren
司药	si'yao
狡黠	jiao'xia
旧事	jiu'shi
开饭	kai'fan
狂妄	kuang'wang
罗锅	luo'guo
矛头	mao'tou
起事	qi'shi
轻取	qing'qu
请安	qing'an
热销	re'xiao
妊娠	ren'shen
顺风	shun'feng
条幅	tiao'fu
鲜美	xian'mei
相依	xiang'yi
小气	xiao'qi
松烟	song'yan
星夜	xing'ye
增减	zeng'jian
素愿	su'yuan
动能	dong'neng
夫子	fu'zi
和亲	he'qin
价款	jia'kuan
迥异	jiong'yi
酒菜	jiu'cai
绝境	jue'jing
胎发	tai'fa
莫如	mo'ru
牛车	niu'che
神父	shen'fu
甚为	shen'wei
示弱	shi'ruo
台鉴	tai'jian
听命	ting'ming
外运	wai'yun
污浊	wu'zhuo
向背	xiang'bei
谢恩	xie'en
心智	xin'zhi
巡演	xun'yan
炭黑	tan'hei
养子	yang'zi
把儿	ba'er
填方	tian'fang
通览	tong'lan
高僧	gao'seng
偷营	tou'ying
海盗	hai'dao
耗尽	hao'jin
合办	he'ban
土名	tu'ming
坏话	huai'hua
幻影	huan'ying
据实	ju'shi
灵动	ling'dong
流放	liu'fang
兔唇	tu'chun
哪样	na'yang
奴仆	nu'pu
喷嚏	pen'ti
批驳	pi'bo
偏袒	pian'tan
企鹅	qi'e
气急	qi'ji
侨民	qiao'min
团籍	tuan'ji
颓靡	tui'mi
受体	shou'ti
拖堂	tuo'tang
谈天	tan'tian
逃逸	tao'yi
听闻	ting'wen
王储	wang'chu
香菇	xiang'gu
野性	ye'xing
脱胶	tuo'jiao
引擎	yin'qing
用劲	yong'jin
辩驳	bian'bo
得志	de'zhi
低俗	di'su
敌方	di'fang
敌情	di'qing
刁难	diao'nan
焚毁	fen'hui
羔羊	gao'yang
挂念	gua'nian
国境	guo'jing
候车	hou'che
领海	ling'hai
蛮横	man'heng
岂可	qi'ke
脱漏	tuo'lou
脱卸	tuo'xie
熔化	rong'hua
上流	shang'liu
失火	shi'huo
袜筒	wa'tong
手笔	shou'bi
弯度	wan'du
台灯	tai'deng
特异	te'yi
题名	ti'ming
温顺	wen'shun
遗漏	yi'lou
月报	yue'bao
章法	zhang'fa
弯头	wan'tou
丸剂	wan'ji
婉顺	wan'shun
北非	bei'fei
标注	biao'zhu
捕杀	bu'sha
车头	che'tou
沉溺	chen'ni
吹嘘	chui'xu
委培	wei'pei
当夜	dang'ye
翻腾	fan'teng
副本	fu'ben
厚爱	hou'ai
护航	hu'hang
活计	huo'ji
激愤	ji'fen
脊髓	ji'sui
温课	wen'ke
军帽	jun'mao
零钱	ling'qian
藐视	miao'shi
木炭	mu'tan
内资	nei'zi
文契	wen'qi
清冷	qing'leng
全貌	quan'mao
溶化	rong'hua
世故	shi'gu
守恒	shou'heng
同龄	tong'ling
晚稻	wan'dao
违犯	wei'fan
武将	wu'jiang
叙说	xu'shuo
血泪	xue'lei
文胸	wen'xiong
窝工	wo'gong
诬指	wu'zhi
渔村	yu'cun
预留	yu'liu
砖瓦	zhuan'wa
惨叫	can'jiao
磁力	ci'li
地界	di'jie
电表	dian'biao
额角	e'jiao
芜菁	wu'jing
抚摩	fu'mo
横扫	heng'sao
舞迷	wu'mi
会聚	hui'ju
伙同	huo'tong
析疑	xi'yi
竞价	jing'jia
拘捕	ju'bu
开外	kai'wai
矿难	kuang'nan
牟利	mou'li
谋利	mou'li
偏颇	pian'po
榕树	rong'shu
忘怀	wang'huai
下聘	xia'pin
衔冤	xian'yuan
无妨	wu'fang
下月	xia'yue
兴师	xing'shi
兴修	xing'xiu
香橙	xiang'cheng
香肚	xiang'du
湘菜	xiang'cai
消歇	xiao'xie
小别	xiao'bie
写家	xie'jia
信筒	xin'tong
自用	zi'yong
案犯	an'fan
惨烈	can'lie
策马	ce'ma
趁势	chen'shi
出笼	chu'long
醒木	xing'mu
垂钓	chui'diao
凶耗	xiong'hao
分店	fen'dian
凶宅	xiong'zhai
光大	guang'da
河山	he'shan
轰然	hong'ran
花布	hua'bu
雄视	xiong'shi
届满	jie'man
考官	kao'guan
课业	ke'ye
敛财	lian'cai
芦花	lu'hua
轮回	lun'hui
休怪	xiu'guai
盆子	pen'zi
情妇	qing'fu
赛跑	sai'pao
示众	shi'zhong
室温	shi'wen
挑拨	tiao'bo
跳槽	tiao'cao
突突	tu'tu
污泥	wu'ni
秀挺	xiu'ting
雪峰	xue'feng
削肩	xue'jian
穴播	xue'bo
张榜	zhang'bang
致残	zhi'can
主事	zhu'shi
压车	ya'che
翱翔	ao'xiang
编译	bian'yi
变性	bian'xing
妍丽	yan'li
粗细	cu'xi
归队	gui'dui
国都	guo'du
过活	guo'huo
盐滩	yan'tan
演期	yan'qi
魂魄	hun'po
唁函	yan'han
窥视	kui'shi
门卫	men'wei
民谣	min'yao
求索	qiu'suo
税额	shui'e
随和	sui'he
袒护	tan'hu
滔天	tao'tian
养眼	yang'yan
田埂	tian'geng
颓然	tui'ran
褪色	tui'shai
无涯	wu'ya
无照	wu'zhao
驿站	yi'zhan
因循	yin'xun
邮箱	you'xiang
雨露	yu'lu
郁闷	yu'men
原意	yuan'yi
妖风	yao'feng
咬舌	yao'she
绽开	zhan'kai
钟楼	zhong'lou
转岗	zhuan'gang
祖籍	zu'ji
作祟	zuo'sui
兵役	bing'yi
异日	yi'ri
刀枪	dao'qiang
得奖	de'jiang
告成	gao'cheng
薏米	yi'mi
火电	huo'dian
精炼	jing'lian
纠风	jiu'feng
殷富	yin'fu
溜走	liu'zou
棉农	mian'nong
淫亵	yin'xie
荫翳	yin'yi
英年	ying'nian
痈疽	yong'ju
神志	shen'zhi
幽婉	you'wan
舒缓	shu'huan
听信	ting'xin
外向	wai'xiang
余风	yu'feng
稀释	xi'shi
限电	xian'dian
消解	xiao'jie
心弦	xin'xian
酗酒	xu'jiu
羽纱	yu'sha
阴冷	yin'leng
驭手	yu'shou
约摸	yue'mo
约莫	yue'mo
追兵	zhui'bing
作答	zuo'da
圆钢	yuan'gang
大龄	da'ling
云崖	yun'ya
藏袍	cang'pao
早搏	zao'bo
定局	ding'ju
匪徒	fei'tu
付钱	fu'qian
甘草	gan'cao
工场	gong'chang
早造	zao'zao
浑厚	hun'hou
机房	ji'fang
将帅	jiang'shuai
警备	jing'bei
巨星	ju'xing
剧照	ju'zhao
抗御	kang'yu
利剑	li'jian
龙眼	long'yan
藻饰	zao'shi
农夫	nong'fu
择友	ze'you
软化	ruan'hua
谵妄	zhan'wang
思辨	si'bian
未始	wei'shi
学制	xue'zhi
印染	yin'ran
油水	you'shui
囿于	you'yu
宅基	zhai'ji
把子	ba'zi
编修	bian'xiu
勃勃	bo'bo
招眼	zhao'yan
沉迷	chen'mi
找平	zhao'ping
纯度	chun'du
争嘴	zheng'zui
缔约	di'yue
奉为	feng'wei
海绵	hai'mian
呼噜	hu'lu
胡琴	hu'qin
继父	ji'fu
脸谱	lian'pu
卖方	mai'fang
排序	pai'xu
捧场	peng'chang
凭吊	ping'diao
棋子	qi'zi
峭壁	qiao'bi
情书	qing'shu
认准	ren'zhun
乳头	ru'tou
失色	shi'se
市话	shi'hua
受制	shou'zhi
输赢	shu'ying
颂歌	song'ge
征引	zheng'yin
旨要	zhi'yao
徒刑	tu'xing
竹箱	zhu'xiang
湍流	tuan'liu
瓦砾	wa'li
稳产	wen'chan
问好	wen'hao
物产	wu'chan
唏嘘	xi'xu
犀利	xi'li
下肢	xia'zhi
抓差	zhua'cha
沿江	yan'jiang
折服	zhe'fu
珍重	zhen'zhong
并进	bing'jin
成亲	cheng'qin
筹码	chou'ma
创优	chuang'you
对垒	dui'lei
多极	duo'ji
撞骗	zhuang'pian
祭祖	ji'zu
结核	jie'he
救火	jiu'huo
撞针	zhuang'zhen
追缉	zhui'ji
濯濯	zhuo'zhuo
名校	ming'xiao
摩登	mo'deng
拟订	ni'ding
年少	nian'shao
滋蔓	zi'man
子囊	zi'nang
自咎	zi'jiu
食客	shi'ke
视同	shi'tong
收工	shou'gong
自况	zi'kuang
足金	zu'jin
田家	tian'jia
通融	tong'rong
武斗	wu'dou
西药	xi'yao
香料	xiang'liao
硝酸	xiao'suan
心路	xin'lu
押解	ya'jie
仰面	yang'mian
要饭	yao'fan
嘴碎	zui'sui
樟树	zhang'shu
真菌	zhen'jun
中考	zhong'kao
忠义	zhong'yi
尊驾	zun'jia
注解	zhu'jie
总责	zong'ze
遨游	ao'you
把式	ba'shi
草棚	cao'peng
啜泣	chuo'qi
定睛	ding'jing
发黄	fa'huang
翻番	fan'fan
芳草	fang'cao
佛经	fo'jing
作脸	zuo'lian
好色	hao'se
叫嚷	jiao'rang
抗原	kang'yuan
买办	mai'ban
门子	men'zi
谬误	miu'wu
磨合	mo'he
笆斗	ba'dou
清官	qing'guan
人名	ren'ming
烧饭	shao'fan
奢华	she'hua
嗣位	si'wei
俗话	su'hua
酸甜	suan'tian
弹琴	dan'qin
天象	tian'xiang
童子	tong'zi
突袭	tu'xi
托付	tuo'fu
罢教	ba'jiao
白案	bai'an
阎王	yan'wang
夜市	ye'shi
白道	bai'dao
宅院	zhai'yuan
自足	zi'zu
帮补	bang'bu
北魏	bei'wei
成堆	cheng'dui
痴情	chi'qing
冬瓜	dong'gua
毒贩	du'fan
宝号	bao'hao
报失	bao'shi
国体	guo'ti
候补	hou'bu
划归	hua'gui
降职	jiang'zhi
接头	jie'tou
苦果	ku'guo
碰壁	peng'bi
欺压	qi'ya
旗子	qi'zi
汽水	qi'shui
染料	ran'liao
时值	shi'zhi
四时	si'shi
松柏	song'bai
送货	song'huo
报站	bao'zhan
酸痛	suan'tong
托运	tuo'yun
委实	wei'shi
先秦	xian'qin
背筐	bei'kuang
赠给	zeng'gei
针织	zhen'zhi
直销	zhi'xiao
赚取	zhuan'qu
追杀	zhui'sha
备课	bei'ke
悲思	bei'si
恩爱	en'ai
分部	fen'bu
覆辙	fu'zhe
隔开	ge'kai
功用	gong'yong
碑额	bei'e
内核	nei'he
叛军	pan'jun
婆媳	po'xi
凄然	qi'ran
起早	qi'zao
时钟	shi'zhong
填充	tian'chong
围堰	wei'yan
西式	xi'shi
嫌弃	xian'qi
备悉	bei'xi
绷脸	beng'lian
相宜	xiang'yi
心力	xin'li
余热	yu're
主讲	zhu'jiang
惨淡	can'dan
承运	cheng'yun
传唱	chuan'chang
淡然	dan'ran
德语	de'yu
迸飞	jin'fei
垫付	dian'fu
附录	fu'lu
笔套	bi'tao
淮海	huai'hai
交售	jiao'shou
轿夫	jiao'fu
拮据	jie'ju
尽兴	jin'xing
绝缘	jue'yuan
笔形	bi'xing
辩诉	bian'su
狂奔	kuang'ben
表针	biao'zhen
疗养	liao'yang
裂开	lie'kai
麦收	mai'shou
南朝	nan'chao
裱褙	biao'bei
尚待	shang'dai
少许	shao'xu
跳台	tiao'tai
萧萧	xiao'xiao
效忠	xiao'zhong
一己	yi'ji
游历	you'li
招徕	zhao'lai
茶碗	cha'wan
柴禾	chai'he
冰床	bing'chuang
瞪眼	deng'yan
驳岸	bo'an
肺病	fei'bing
富含	fu'han
改口	gai'kou
擘划	bo'hua
航程	hang'cheng
火势	huo'shi
机要	ji'yao
空域	kong'yu
簿籍	bu'ji
留存	liu'cun
彩饰	cai'shi
女真	nv'zhen
评述	ping'shu
情思	qing'si
菜店	cai'dian
山崖	shan'ya
试看	shi'kan
耸肩	song'jian
坛子	tan'zi
投诚	tou'cheng
残卷	can'juan
微量	wei'liang
小球	xiao'qiu
移栽	yi'zai
苍哑	cang'ya
音色	yin'se
鱼池	yu'chi
预审	yu'shen
霸主	ba'zhu
本部	ben'bu
波段	bo'duan
春色	chun'se
刀刃	dao'ren
斗殴	dou'ou
干杯	gan'bei
查铺	cha'pu
解冻	jie'dong
旧日	jiu'ri
拆零	chai'ling
两样	liang'yang
曼丽	man'li
闷气	men'qi
蒙骗	meng'pian
目击	mu'ji
内因	nei'yin
农忙	nong'mang
契合	qi'he
融汇	rong'hui
山洪	shan'hong
摄像	she'xiang
神明	shen'ming
誓死	shi'si
授意	shou'yi
索道	suo'dao
拆卖	chai'mai
舞曲	wu'qu
鲜见	xian'jian
馋鬼	chan'gui
学艺	xue'yi
洋服	yang'fu
长法	chang'fa
有年	you'nian
域中	yu'zhong
圆圈	yuan'quan
招数	zhao'shu
照会	zhao'hui
佐证	zuo'zheng
哀乐	ai'yue
安检	an'jian
把柄	ba'bing
并轨	bing'gui
常套	chang'tao
东头	dong'tou
动议	dong'yi
回廊	hui'lang
回流	hui'liu
混入	hun'ru
尽职	jin'zhi
爵士	jue'shi
离异	li'yi
超假	chao'jia
车闸	che'zha
叛逆	pan'ni
起火	qi'huo
嗔怨	chen'yuan
敲击	qiao'ji
热度	re'du
蠕虫	ru'chong
升天	sheng'tian
晨霜	chen'shuang
水花	shui'hua
说开	shuo'kai
天灾	tian'zai
承允	cheng'yun
透亮	tou'liang
相视	xiang'shi
臭椿	chou'chun
洋楼	yang'lou
隐居	yin'ju
优厚	you'hou
出徒	chu'tu
制图	zhi'tu
爪子	zhua'zi
自励	zi'li
字幕	zi'mu
走低	zou'di
族群	zu'qun
出位	chu'wei
出掌	chu'zhang
褒奖	bao'jiang
传诵	chuan'song
厨工	chu'gong
恶霸	e'ba
慧眼	hui'yan
竭诚	jie'cheng
京华	jing'hua
狂飙	kuang'biao
连贯	lian'guan
领口	ling'kou
畜圈	chu'quan
卵子	luan'zi
传粉	chuan'fen
传技	chuan'ji
平实	ping'shi
前夜	qian'ye
入帐	ru'zhang
撒尿	sa'niao
三餐	san'can
申雪	shen'xue
生息	sheng'xi
戳儿	chuo'er
刷牙	shua'ya
条理	tiao'li
条纹	tiao'wen
铁锨	tie'xian
痛惜	tong'xi
挖潜	wa'qian
磁暴	ci'bao
秧苗	yang'miao
一宿	yi'su
隐形	yin'xing
迎候	ying'hou
油烟	you'yan
育龄	yu'ling
次货	ci'huo
待客	dai'ke
枞树	cong'shu
玷污	dian'wu
风尘	feng'chen
佛寺	fo'si
簇生	cu'sheng
横穿	heng'chuan
画院	hua'yuan
亟须	ji'xu
奸淫	jian'yin
谨防	jin'fang
哭喊	ku'han
阔人	kuo'ren
肋骨	lei'gu
门锁	men'suo
名号	ming'hao
木然	mu'ran
霹雳	pi'li
破败	po'bai
欠债	qian'zhai
攒聚	cuan'ju
尚存	shang'cun
水肿	shui'zhong
死心	si'xin
伺机	si'ji
投靠	tou'kao
土层	tu'ceng
喜气	xi'qi
戏说	xi'shuo
乡音	xiang'yin
演剧	yan'ju
硬度	ying'du
圆脸	yuan'lian
支架	zhi'jia
转嫁	zhuan'jia
祖坟	zu'fen
藏品	cang'pin
草料	cao'liao
插曲	cha'qu
查扣	cha'kou
柴草	chai'cao
称王	cheng'wang
存案	cun'an
狗屁	gou'pi
滑动	hua'dong
环形	huan'xing
校对	jiao'dui
看家	kan'jia
坑害	keng'hai
名分	ming'fen
配发	pei'fa
气泡	qi'pao
缺德	que'de
仁慈	ren'ci
认输	ren'shu
收盘	shou'pan
搭肩	da'jian
西门	xi'men
奚落	xi'luo
摇手	yao'shou
衣裙	yi'qun
答数	da'shu
打样	da'yang
渔场	yu'chang
自问	zi'wen
走红	zou'hong
补选	bu'xuan
大月	da'yue
仓猝	cang'cu
雌雄	ci'xiong
胆敢	dan'gan
递减	di'jian
典当	dian'dang
帆布	fan'bu
附中	fu'zhong
改判	gai'pan
但书	dan'shu
蛤蟆	ha'ma
怀柔	huai'rou
蛋品	dan'jing
灰烬	hui'jin
胶片	jiao'pian
尽忠	jin'zhong
进犯	jin'fan
蛋青	dan'qing
开脱	kai'tuo
夸耀	kua'yao
冷眼	leng'yan
撇嘴	pie'zui
当子	dang'zi
谦恭	qian'gong
导板	dao'ban
入主	ru'zhu
倒彩	dao'cai
收留	shou'liu
水缸	shui'gang
水鸟	shui'niao
吞吐	tun'tu
外貌	wai'mao
误国	wu'guo
喜好	xi'hao
小姨	xiao'yi
心扉	xin'fei
得脸	de'lian
义愤	yi'fen
姻缘	yin'yuan
迪吧	di'ba
增派	zeng'pai
众望	zhong'wang
转产	zhuan'chan
班师	ban'shi
厂方	chang'fang
称颂	cheng'song
大难	da'nan
笛膜	di'mo
短发	duan'fa
多疑	duo'yi
地政	di'zheng
翻越	fan'yue
驸马	fu'ma
航船	hang'chuan
颠茄	dian'qie
竞猜	jing'cai
老夫	lao'fu
怜爱	lian'ai
点卯	dian'mao
麻利	ma'li
毛发	mao'fa
免遭	mian'zao
碰巧	peng'qiao
旗人	qi'ren
器皿	qi'min
恰似	qia'si
勤快	qin'kuai
吊楼	diao'lou
商榷	shang'que
侍者	shi'zhe
铁锤	tie'chui
铁塔	tie'ta
无怪	wu'guai
五更	wu'geng
吊线	diao'xian
休克	xiu'ke
调干	diao'gan
影星	ying'xing
调函	diao'han
幽深	you'shen
真丝	zhen'si
捉弄	zhuo'nong
走险	zou'xian
阿Ｑ	a'qiu
班机	ban'ji
暴涨	bao'zhang
表征	biao'zheng
调休	diao'xiu
兜销	dou'xiao
催眠	cui'mian
陡立	dou'li
防震	fang'zhen
蜂窝	feng'wo
干爹	gan'die
更正	geng'zheng
工棚	gong'peng
公案	gong'an
供职	gong'zhi
舵轮	duo'lun
钾肥	jia'fei
减亏	jian'kui
间歇	jian'xie
厄难	e'nan
举家	ju'jia
马兰	ma'lan
耳子	er'zi
碰头	peng'tou
撇下	pie'xia
发凡	fa'fan
铺垫	pu'dian
潜藏	qian'cang
情急	qing'ji
囚禁	qiu'jin
全境	quan'jing
让座	rang'zuo
施舍	shi'she
铁链	tie'lian
停当	ting'dang
秃头	tu'tou
王妃	wang'fei
舞女	wu'nv
影剧	ying'ju
用字	yong'zi
发闷	fa'men
主犯	zhu'fan
专营	zhuan'ying
追授	zhui'shou
走读	zou'du
发市	fa'shi
斑斓	ban'lan
冰冻	bing'dong
发露	fa'lu
仇敌	chou'di
犯戒	fan'jie
稻米	dao'mi
端倪	duan'ni
飞鸟	fei'niao
观战	guan'zhan
冠以	guan'yi
方领	fang'ling
酵母	jiao'mu
哭叫	ku'jiao
仿建	fang'jian
磷酸	lin'suan
飞洒	fei'sa
呜叫	wu'jiao
轻伤	qing'shang
求真	qiu'zhen
入座	ru'zuo
肥肠	fei'chang
肥腻	fei'ni
石料	shi'liao
风镐	feng'gao
土炕	tu'kang
吐露	tu'lu
五金	wu'jin
午门	wu'men
泄气	xie'qi
雪片	xue'pian
远眺	yuan'tiao
自备	zi'bei
白粉	bai'fen
风派	feng'pai
奔涌	ben'yong
绷带	beng'dai
辨证	bian'zheng
饼子	bing'zi
插花	cha'hua
尘世	chen'shi
代管	dai'guan
代销	dai'xiao
妒忌	du'ji
惰性	duo'xing
风姿	feng'zi
蜂蜡	feng'la
咕咚	gu'dong
国难	guo'nan
画笔	hua'bi
机缘	ji'yuan
枷锁	jia'suo
教案	jiao'an
揭穿	jie'chuan
结账	jie'zhang
局促	ju'cu
脸膛	lian'tang
农妇	nong'fu
飘忽	piao'hu
缝穷	feng'qiong
神童	shen'tong
生还	sheng'huan
石壁	shi'bi
讽诵	feng'song
双亲	shuang'qin
税种	shui'zhong
畏缩	wei'suo
芙蕖	fu'qu
兀自	wu'zi
鲜嫩	xian'nen
孝心	xiao'xin
杏花	xing'hua
休整	xiu'zheng
血性	xue'xing
衣料	yi'liao
预谋	yu'mou
远航	yuan'hang
再版	zai'ban
遭殃	zao'yang
辐条	fu'tiao
福运	fu'yun
作废	zuo'fei
改辙	gai'zhe
干股	gan'gu
沉浮	chen'fu
承保	cheng'bao
